8 8 8 4
145
0 0 0 0 1
0 0 1 129 -1
0 0 2 2 0
0 0 3 2 0
0 0 4 22 2
0 0 5 78 1
0 0 6 13 -1
0 0 7 0 1
0 1 0 25 -1
0 1 1 125 1
0 1 2 111 2
0 1 3 0 1
0 1 4 22 2
0 1 5 22 2
0 1 6 2 0
0 1 7 2 0
0 2 0 142 2
0 2 1 2 0
0 2 2 1 -1
0 2 3 1 -1
0 2 4 22 2
0 2 5 2 0
0 2 6 2 0
0 2 7 18 1
0 3 0 18 1
0 3 1 2 0
0 3 2 1 -1
0 3 3 37 0
0 3 4 37 0
0 3 5 3 -1
0 3 6 2 0
0 3 7 18 1
0 4 0 6 -1
0 4 1 6 -1
0 4 2 107 2
0 4 3 3 -1
0 4 4 3 -1
0 4 5 3 -1
0 4 6 3 -1
0 4 7 18 1
0 5 0 6 -1
0 5 1 120 2
0 5 2 104 0
0 5 3 0 1
0 5 4 0 1
0 5 5 3 -1
0 5 6 63 2
0 5 7 6 -1
0 6 0 133 1
0 6 1 118 0
0 6 2 11 -1
0 6 3 11 -1
0 6 4 2 0
0 6 5 2 0
0 6 6 6 -1
0 6 7 6 -1
0 7 0 7 2
0 7 1 7 2
0 7 2 11 -1
0 7 3 2 0
0 7 4 0 1
0 7 5 71 -1
0 7 6 20 1
0 7 7 6 -1
1 0 0 47 0
1 0 1 128 1
1 0 2 2 0
1 0 3 2 0
1 0 4 0 1
1 0 5 8 0
1 0 6 13 -1
1 0 7 13 -1
1 1 0 47 0
1 1 1 44 2
1 1 2 2 0
1 1 3 0 1
1 1 4 0 1
1 1 5 13 -1
1 1 6 13 -1
1 1 7 33 2
1 2 0 141 1
1 2 1 2 0
1 2 2 2 0
1 2 3 1 -1
1 2 4 0 1
1 2 5 13 -1
1 2 6 2 0
1 2 7 33 2
1 3 0 4 0
1 3 1 1 -1
1 3 2 1 -1
1 3 3 0 1
1 3 4 0 1
1 3 5 0 1
1 3 6 0 1
1 3 7 4 0
1 4 0 4 0
1 4 1 0 1
1 4 2 0 1
1 4 3 0 1
1 4 4 84 0
1 4 5 3 -1
1 4 6 3 -1
1 4 7 4 0
1 5 0 6 -1
1 5 1 119 0
1 5 2 0 1
1 5 3 0 1
1 5 4 9 -1
1 5 5 0 1
1 5 6 3 -1
1 5 7 52 1
1 6 0 132 0
1 6 1 117 2
1 6 2 11 -1
1 6 3 11 -1
1 6 4 82 1
1 6 5 72 -1
1 6 6 20 1
1 6 7 6 -1
1 7 0 130 -1
1 7 1 114 0
1 7 2 39 1
1 7 3 39 1
1 7 4 80 -1
1 7 5 20 1
1 7 6 20 1
1 7 7 19 0
2 0 0 144 2
2 0 1 127 -1
2 0 2 16 2
2 0 3 99 1
2 0 4 89 -1
2 0 5 8 0
2 0 6 69 2
2 0 7 60 1
2 1 0 5 1
2 1 1 44 2
2 1 2 2 0
2 1 3 1 -1
2 1 4 88 2
2 1 5 8 0
2 1 6 28 1
2 1 7 26 -1
2 2 0 140 2
2 2 1 1 -1
2 2 2 0 1
2 2 3 1 -1
2 2 4 8 0
2 2 5 8 0
2 2 6 28 1
2 2 7 26 -1
2 3 0 138 1
2 3 1 1 -1
2 3 2 0 1
2 3 3 0 1
2 3 4 0 1
2 3 5 0 1
2 3 6 3 -1
2 3 7 54 2
2 4 0 4 0
2 4 1 0 1
2 4 2 106 0
2 4 3 0 1
2 4 4 9 -1
2 4 5 0 1
2 4 6 3 -1
2 4 7 4 0
2 5 0 6 -1
2 5 1 0 1
2 5 2 9 -1
2 5 3 9 -1
2 5 4 9 -1
2 5 5 0 1
2 5 6 0 1
2 5 7 6 -1
2 6 0 0 1
2 6 1 0 1
2 6 2 16 2
2 6 3 91 1
2 6 4 9 -1
2 6 5 0 1
2 6 6 19 0
2 6 7 49 2
2 7 0 0 1
2 7 1 16 2
2 7 2 16 2
2 7 3 90 0
2 7 4 79 1
2 7 5 70 -1
2 7 6 19 0
2 7 7 19 0
3 0 0 10 -1
3 0 1 5 1
3 0 2 1 -1
3 0 3 1 -1
3 0 4 5 1
3 0 5 21 2
3 0 6 68 0
3 0 7 59 2
3 1 0 5 1
3 1 1 5 1
3 1 2 5 1
3 1 3 5 1
3 1 4 5 1
3 1 5 21 2
3 1 6 28 1
3 1 7 26 -1
3 2 0 4 0
3 2 1 5 1
3 2 2 14 2
3 2 3 8 0
3 2 4 8 0
3 2 5 8 0
3 2 6 34 2
3 2 7 34 2
3 3 0 4 0
3 3 1 41 2
3 3 2 110 0
3 3 3 29 -1
3 3 4 29 -1
3 3 5 8 0
3 3 6 3 -1
3 3 7 4 0
3 4 0 4 0
3 4 1 4 0
3 4 2 105 2
3 4 3 29 -1
3 4 4 83 2
3 4 5 0 1
3 4 6 4 0
3 4 7 4 0
3 5 0 134 1
3 5 1 4 0
3 5 2 4 0
3 5 3 23 2
3 5 4 9 -1
3 5 5 73 2
3 5 6 4 0
3 5 7 51 2
3 6 0 10 -1
3 6 1 116 2
3 6 2 102 1
3 6 3 23 2
3 6 4 81 0
3 6 5 10 -1
3 6 6 10 -1
3 6 7 10 -1
3 7 0 10 -1
3 7 1 113 0
3 7 2 16 2
3 7 3 1 -1
3 7 4 21 2
3 7 5 21 2
3 7 6 10 -1
3 7 7 10 -1
4 0 0 5 1
4 0 1 5 1
4 0 2 1 -1
4 0 3 98 1
4 0 4 1 -1
4 0 5 1 -1
4 0 6 1 -1
4 0 7 58 0
4 1 0 2 0
4 1 1 43 2
4 1 2 30 0
4 1 3 30 0
4 1 4 30 0
4 1 5 1 -1
4 1 6 1 -1
4 1 7 57 1
4 2 0 12 1
4 2 1 42 0
4 2 2 14 2
4 2 3 14 2
4 2 4 1 -1
4 2 5 77 2
4 2 6 0 1
4 2 7 56 0
4 3 0 137 -1
4 3 1 41 2
4 3 2 0 1
4 3 3 15 0
4 3 4 86 2
4 3 5 75 -1
4 3 6 0 1
4 3 7 53 2
4 4 0 46 2
4 4 1 121 -1
4 4 2 0 1
4 4 3 0 1
4 4 4 0 1
4 4 5 0 1
4 4 6 0 1
4 4 7 0 1
4 5 0 46 2
4 5 1 4 0
4 5 2 0 1
4 5 3 23 2
4 5 4 9 -1
4 5 5 0 1
4 5 6 17 2
4 5 7 50 0
4 6 0 131 0
4 6 1 115 1
4 6 2 1 -1
4 6 3 0 1
4 6 4 0 1
4 6 5 0 1
4 6 6 17 2
4 6 7 48 1
4 7 0 17 2
4 7 1 1 -1
4 7 2 1 -1
4 7 3 1 -1
4 7 4 1 -1
4 7 5 0 1
4 7 6 17 2
4 7 7 17 2
5 0 0 5 1
5 0 1 5 1
5 0 2 1 -1
5 0 3 97 2
5 0 4 1 -1
5 0 5 1 -1
5 0 6 67 2
5 0 7 5 1
5 1 0 2 0
5 1 1 43 2
5 1 2 1 -1
5 1 3 1 -1
5 1 4 1 -1
5 1 5 1 -1
5 1 6 2 0
5 1 7 2 0
5 2 0 12 1
5 2 1 42 0
5 2 2 14 2
5 2 3 15 0
5 2 4 1 -1
5 2 5 76 0
5 2 6 66 2
5 2 7 55 -1
5 3 0 12 1
5 3 1 12 1
5 3 2 14 2
5 3 3 15 0
5 3 4 15 0
5 3 5 0 1
5 3 6 65 -1
5 3 7 12 1
5 4 0 31 0
5 4 1 12 1
5 4 2 3 -1
5 4 3 3 -1
5 4 4 15 0
5 4 5 0 1
5 4 6 0 1
5 4 7 31 0
5 5 0 3 -1
5 5 1 4 0
5 5 2 3 -1
5 5 3 23 2
5 5 4 0 1
5 5 5 0 1
5 5 6 0 1
5 5 7 7 2
5 6 0 5 1
5 6 1 4 0
5 6 2 0 1
5 6 3 0 1
5 6 4 1 -1
5 6 5 0 1
5 6 6 27 0
5 6 7 27 0
5 7 0 5 1
5 7 1 5 1
5 7 2 101 2
5 7 3 0 1
5 7 4 1 -1
5 7 5 1 -1
5 7 6 62 1
5 7 7 27 0
6 0 0 143 2
6 0 1 3 -1
6 0 2 112 0
6 0 3 38 1
6 0 4 38 1
6 0 5 2 0
6 0 6 2 0
6 0 7 2 0
6 1 0 24 1
6 1 1 24 1
6 1 2 1 -1
6 1 3 96 2
6 1 4 1 -1
6 1 5 1 -1
6 1 6 2 0
6 1 7 25 -1
6 2 0 139 -1
6 2 1 24 1
6 2 2 14 2
6 2 3 95 1
6 2 4 87 2
6 2 5 1 -1
6 2 6 2 0
6 2 7 32 2
6 3 0 12 1
6 3 1 123 -1
6 3 2 109 1
6 3 3 94 2
6 3 4 3 -1
6 3 5 74 2
6 3 6 64 1
6 3 7 32 2
6 4 0 3 -1
6 4 1 40 0
6 4 2 3 -1
6 4 3 3 -1
6 4 4 3 -1
6 4 5 0 1
6 4 6 3 -1
6 4 7 31 0
6 5 0 3 -1
6 5 1 3 -1
6 5 2 3 -1
6 5 3 36 0
6 5 4 3 -1
6 5 5 3 -1
6 5 6 7 2
6 5 7 7 2
6 6 0 45 0
6 6 1 3 -1
6 6 2 0 1
6 6 3 0 1
6 6 4 0 1
6 6 5 0 1
6 6 6 0 1
6 6 7 0 1
6 7 0 45 0
6 7 1 3 -1
6 7 2 3 -1
6 7 3 35 2
6 7 4 1 -1
6 7 5 2 0
6 7 6 2 0
6 7 7 0 1
7 0 0 0 1
7 0 1 126 0
7 0 2 1 -1
7 0 3 2 0
7 0 4 2 0
7 0 5 2 0
7 0 6 2 0
7 0 7 2 0
7 1 0 25 -1
7 1 1 124 2
7 1 2 1 -1
7 1 3 0 1
7 1 4 0 1
7 1 5 0 1
7 1 6 0 1
7 1 7 25 -1
7 2 0 2 0
7 2 1 24 1
7 2 2 1 -1
7 2 3 1 -1
7 2 4 0 1
7 2 5 0 1
7 2 6 2 0
7 2 7 2 0
7 3 0 136 -1
7 3 1 122 2
7 3 2 108 0
7 3 3 93 1
7 3 4 85 2
7 3 5 2 0
7 3 6 2 0
7 3 7 18 1
7 4 0 135 1
7 4 1 40 0
7 4 2 3 -1
7 4 3 92 2
7 4 4 3 -1
7 4 5 0 1
7 4 6 3 -1
7 4 7 3 -1
7 5 0 7 2
7 5 1 3 -1
7 5 2 103 2
7 5 3 36 0
7 5 4 3 -1
7 5 5 0 1
7 5 6 2 0
7 5 7 7 2
7 6 0 7 2
7 6 1 7 2
7 6 2 11 -1
7 6 3 11 -1
7 6 4 0 1
7 6 5 2 0
7 6 6 2 0
7 6 7 6 -1
7 7 0 0 1
7 7 1 7 2
7 7 2 100 1
7 7 3 35 2
7 7 4 0 1
7 7 5 2 0
7 7 6 61 -1
7 7 7 0 1
