40 40 40 6
15735
0 0 0 0 0
0 0 1 136 2
0 0 2 80 1
0 0 3 80 1
0 0 4 80 1
0 0 5 0 0
0 0 6 0 0
0 0 7 5282 2
0 0 8 723 1
0 0 9 5171 2
0 0 10 5099 -1
0 0 11 0 0
0 0 12 0 0
0 0 13 0 0
0 0 14 0 0
0 0 15 0 0
0 0 16 0 0
0 0 17 11574 1
0 0 18 0 0
0 0 19 0 0
0 0 20 146 1
0 0 21 146 1
0 0 22 200 2
0 0 23 10037 -1
0 0 24 0 0
0 0 25 0 0
0 0 26 0 0
0 0 27 0 0
0 0 28 0 0
0 0 29 443 2
0 0 30 0 0
0 0 31 0 0
0 0 32 1730 -1
0 0 33 224 2
0 0 34 7274 0
0 0 35 96 -1
0 0 36 959 2
0 0 37 96 -1
0 0 38 96 -1
0 0 39 0 0
0 1 0 520 1
0 1 1 520 1
0 1 2 15270 0
0 1 3 136 2
0 1 4 0 0
0 1 5 14545 1
0 1 6 0 0
0 1 7 0 0
0 1 8 13858 2
0 1 9 0 0
0 1 10 0 0
0 1 11 3057 1
0 1 12 0 0
0 1 13 0 0
0 1 14 289 2
0 1 15 0 0
0 1 16 11831 2
0 1 17 0 0
0 1 18 11294 2
0 1 19 0 0
0 1 20 146 1
0 1 21 146 1
0 1 22 200 2
0 1 23 0 0
0 1 24 0 0
0 1 25 4197 1
0 1 26 822 2
0 1 27 9045 -1
0 1 28 0 0
0 1 29 0 0
0 1 30 0 0
0 1 31 2512 1
0 1 32 1730 -1
0 1 33 3723 1
0 1 34 7267 2
0 1 35 417 1
0 1 36 959 2
0 1 37 520 1
0 1 38 520 1
0 1 39 520 1
0 2 0 0 0
0 2 1 520 1
0 2 2 520 1
0 2 3 15027 -1
0 2 4 0 0
0 2 5 0 0
0 2 6 0 0
0 2 7 0 0
0 2 8 5227 1
0 2 9 13625 2
0 2 10 0 0
0 2 11 0 0
0 2 12 12855 1
0 2 13 0 0
0 2 14 12329 1
0 2 15 0 0
0 2 16 0 0
0 2 17 0 0
0 2 18 0 0
0 2 19 0 0
0 2 20 0 0
0 2 21 4444 2
0 2 22 0 0
0 2 23 0 0
0 2 24 0 0
0 2 25 0 0
0 2 26 822 2
0 2 27 9041 1
0 2 28 822 2
0 2 29 0 0
0 2 30 0 0
0 2 31 2512 1
0 2 32 1730 -1
0 2 33 0 0
0 2 34 0 0
0 2 35 417 1
0 2 36 3546 -1
0 2 37 3546 -1
0 2 38 6260 0
0 2 39 2284 2
0 3 0 0 0
0 3 1 0 0
0 3 2 136 2
0 3 3 0 0
0 3 4 0 0
0 3 5 0 0
0 3 6 1557 1
0 3 7 0 0
0 3 8 13847 2
0 3 9 0 0
0 3 10 0 0
0 3 11 0 0
0 3 12 0 0
0 3 13 0 0
0 3 14 12319 2
0 3 15 0 0
0 3 16 0 0
0 3 17 0 0
0 3 18 1969 2
0 3 19 147 -1
0 3 20 147 -1
0 3 21 4444 2
0 3 22 0 0
0 3 23 0 0
0 3 24 0 0
0 3 25 0 0
0 3 26 0 0
0 3 27 0 0
0 3 28 0 0
0 3 29 8526 2
0 3 30 0 0
0 3 31 0 0
0 3 32 0 0
0 3 33 993 -1
0 3 34 7247 2
0 3 35 417 1
0 3 36 417 1
0 3 37 417 1
0 3 38 417 1
0 3 39 2284 2
0 4 0 2283 -1
0 4 1 2283 -1
0 4 2 0 0
0 4 3 0 0
0 4 4 0 0
0 4 5 0 0
0 4 6 0 0
0 4 7 0 0
0 4 8 0 0
0 4 9 13614 1
0 4 10 0 0
0 4 11 0 0
0 4 12 487 -1
0 4 13 487 -1
0 4 14 0 0
0 4 15 12064 2
0 4 16 691 -1
0 4 17 0 0
0 4 18 0 0
0 4 19 147 -1
0 4 20 0 0
0 4 21 0 0
0 4 22 0 0
0 4 23 0 0
0 4 24 0 0
0 4 25 4194 -1
0 4 26 0 0
0 4 27 0 0
0 4 28 371 1
0 4 29 0 0
0 4 30 0 0
0 4 31 0 0
0 4 32 7757 -1
0 4 33 0 0
0 4 34 0 0
0 4 35 0 0
0 4 36 417 1
0 4 37 3488 -1
0 4 38 0 0
0 4 39 2283 -1
0 5 0 15707 1
0 5 1 6 2
0 5 2 0 0
0 5 3 1207 1
0 5 4 14766 2
0 5 5 0 0
0 5 6 397 -1
0 5 7 397 -1
0 5 8 397 -1
0 5 9 0 0
0 5 10 0 0
0 5 11 0 0
0 5 12 0 0
0 5 13 12573 1
0 5 14 0 0
0 5 15 0 0
0 5 16 691 -1
0 5 17 691 -1
0 5 18 284 2
0 5 19 0 0
0 5 20 0 0
0 5 21 10518 2
0 5 22 85 -1
0 5 23 85 -1
0 5 24 0 0
0 5 25 0 0
0 5 26 0 0
0 5 27 371 1
0 5 28 371 1
0 5 29 0 0
0 5 30 226 1
0 5 31 0 0
0 5 32 7751 2
0 5 33 993 -1
0 5 34 0 0
0 5 35 0 0
0 5 36 3540 2
0 5 37 0 0
0 5 38 221 1
0 5 39 0 0
0 6 0 2282 -1
0 6 1 15473 1
0 6 2 15251 -1
0 6 3 0 0
0 6 4 0 0
0 6 5 14511 2
0 6 6 14280 1
0 6 7 0 0
0 6 8 0 0
0 6 9 3094 -1
0 6 10 0 0
0 6 11 0 0
0 6 12 0 0
0 6 13 0 0
0 6 14 0 0
0 6 15 0 0
0 6 16 0 0
0 6 17 284 2
0 6 18 284 2
0 6 19 0 0
0 6 20 1399 1
0 6 21 1399 1
0 6 22 85 -1
0 6 23 0 0
0 6 24 0 0
0 6 25 0 0
0 6 26 371 1
0 6 27 371 1
0 6 28 0 0
0 6 29 8511 1
0 6 30 0 0
0 6 31 226 1
0 6 32 0 0
0 6 33 2461 2
0 6 34 2461 2
0 6 35 6975 1
0 6 36 6730 -1
0 6 37 0 0
0 6 38 0 0
0 6 39 0 0
0 7 0 15701 1
0 7 1 411 -1
0 7 2 930 1
0 7 3 930 1
0 7 4 0 0
0 7 5 0 0
0 7 6 5342 2
0 7 7 5342 2
0 7 8 0 0
0 7 9 0 0
0 7 10 0 0
0 7 11 207 -1
0 7 12 0 0
0 7 13 0 0
0 7 14 0 0
0 7 15 2015 2
0 7 16 11797 1
0 7 17 0 0
0 7 18 284 2
0 7 19 284 2
0 7 20 284 2
0 7 21 284 2
0 7 22 10230 1
0 7 23 9995 -1
0 7 24 0 0
0 7 25 9489 2
0 7 26 371 1
0 7 27 0 0
0 7 28 191 2
0 7 29 191 2
0 7 30 226 1
0 7 31 226 1
0 7 32 1304 -1
0 7 33 1304 -1
0 7 34 3658 1
0 7 35 6972 2
0 7 36 0 0
0 7 37 0 0
0 7 38 0 0
0 7 39 0 0
0 8 0 0 0
0 8 1 411 -1
0 8 2 930 1
0 8 3 0 0
0 8 4 14752 2
0 8 5 605 1
0 8 6 0 0
0 8 7 0 0
0 8 8 13822 -1
0 8 9 13593 2
0 8 10 0 0
0 8 11 0 0
0 8 12 1501 1
0 8 13 0 0
0 8 14 0 0
0 8 15 12038 1
0 8 16 0 0
0 8 17 0 0
0 8 18 0 0
0 8 19 680 1
0 8 20 680 1
0 8 21 0 0
0 8 22 281 2
0 8 23 0 0
0 8 24 0 0
0 8 25 0 0
0 8 26 0 0
0 8 27 0 0
0 8 28 0 0
0 8 29 8496 1
0 8 30 3892 2
0 8 31 7993 0
0 8 32 3773 1
0 8 33 0 0
0 8 34 0 0
0 8 35 6967 1
0 8 36 0 0
0 8 37 0 0
0 8 38 0 0
0 8 39 0 0
0 9 0 411 -1
0 9 1 15457 2
0 9 2 0 0
0 9 3 404 2
0 9 4 1 -1
0 9 5 605 1
0 9 6 0 0
0 9 7 0 0
0 9 8 1534 1
0 9 9 0 0
0 9 10 0 0
0 9 11 0 0
0 9 12 1501 1
0 9 13 0 0
0 9 14 88 -1
0 9 15 2013 2
0 9 16 0 0
0 9 17 0 0
0 9 18 0 0
0 9 19 0 0
0 9 20 0 0
0 9 21 0 0
0 9 22 0 0
0 9 23 4306 1
0 9 24 4306 1
0 9 25 1055 2
0 9 26 0 0
0 9 27 0 0
0 9 28 1340 2
0 9 29 0 0
0 9 30 0 0
0 9 31 2539 1
0 9 32 0 0
0 9 33 3712 1
0 9 34 0 0
0 9 35 3595 2
0 9 36 3595 2
0 9 37 0 0
0 9 38 0 0
0 9 39 5954 1
0 10 0 411 -1
0 10 1 15451 1
0 10 2 2244 -1
0 10 3 0 0
0 10 4 0 0
0 10 5 14487 -1
0 10 6 0 0
0 10 7 0 0
0 10 8 13806 2
0 10 9 0 0
0 10 10 0 0
0 10 11 0 0
0 10 12 0 0
0 10 13 0 0
0 10 14 4839 2
0 10 15 0 0
0 10 16 11776 2
0 10 17 0 0
0 10 18 11249 -1
0 10 19 10992 1
0 10 20 0 0
0 10 21 4430 1
0 10 22 145 2
0 10 23 145 2
0 10 24 145 2
0 10 25 0 0
0 10 26 0 0
0 10 27 0 0
0 10 28 8725 1
0 10 29 0 0
0 10 30 2539 1
0 10 31 2539 1
0 10 32 1003 2
0 10 33 3712 1
0 10 34 0 0
0 10 35 0 0
0 10 36 0 0
0 10 37 3478 1
0 10 38 3478 1
0 10 39 0 0
0 11 0 411 -1
0 11 1 15445 0
0 11 2 15220 2
0 11 3 14977 -1
0 11 4 0 0
0 11 5 0 0
0 11 6 0 0
0 11 7 14019 1
0 11 8 1 -1
0 11 9 1 -1
0 11 10 0 0
0 11 11 0 0
0 11 12 0 0
0 11 13 0 0
0 11 14 0 0
0 11 15 0 0
0 11 16 0 0
0 11 17 0 0
0 11 18 0 0
0 11 19 0 0
0 11 20 0 0
0 11 21 0 0
0 11 22 0 0
0 11 23 145 2
0 11 24 145 2
0 11 25 0 0
0 11 26 0 0
0 11 27 0 0
0 11 28 0 0
0 11 29 8479 -1
0 11 30 2537 0
0 11 31 2537 0
0 11 32 1311 -1
0 11 33 0 0
0 11 34 0 0
0 11 35 0 0
0 11 36 6689 1
0 11 37 950 2
0 11 38 6211 -1
0 11 39 0 0
0 12 0 0 0
0 12 1 2275 1
0 12 2 0 0
0 12 3 0 0
0 12 4 5452 -1
0 12 5 5452 -1
0 12 6 0 0
0 12 7 0 0
0 12 8 1 -1
0 12 9 592 1
0 12 10 0 0
0 12 11 0 0
0 12 12 0 0
0 12 13 12518 -1
0 12 14 2027 2
0 12 15 0 0
0 12 16 0 0
0 12 17 2884 -1
0 12 18 0 0
0 12 19 0 0
0 12 20 1931 2
0 12 21 0 0
0 12 22 145 2
0 12 23 9960 -1
0 12 24 9699 0
0 12 25 9458 -1
0 12 26 0 0
0 12 27 0 0
0 12 28 8709 1
0 12 29 8465 0
0 12 30 3880 2
0 12 31 3880 2
0 12 32 7710 1
0 12 33 0 0
0 12 34 0 0
0 12 35 0 0
0 12 36 0 0
0 12 37 950 2
0 12 38 6202 1
0 12 39 0 0
0 13 0 0 0
0 13 1 2275 1
0 13 2 0 0
0 13 3 0 0
0 13 4 0 0
0 13 5 1192 2
0 13 6 14227 -1
0 13 7 0 0
0 13 8 0 0
0 13 9 592 1
0 13 10 592 1
0 13 11 592 1
0 13 12 12791 2
0 13 13 0 0
0 13 14 2027 2
0 13 15 12004 -1
0 13 16 72 1
0 13 17 0 0
0 13 18 0 0
0 13 19 0 0
0 13 20 0 0
0 13 21 0 0
0 13 22 0 0
0 13 23 0 0
0 13 24 9694 1
0 13 25 9449 2
